% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.852913834e+06 +9.852858894e+06 +9.852858894e+06 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
2 0 +2.715223623e+06 +2.715168683e+06 +2.715168683e+06 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
7 0 +9.085897748e+05 +9.085348348e+05 +9.085348348e+05 -5.0171e-01 +1.9523e+00 +8.6503e-02 -9.5771e-01 +9.2254e-01
8 0 +5.441882390e+05 +5.441332990e+05 +5.441332990e+05 -1.1208e+00 +3.0886e-01 -1.8597e+00 -1.2282e+00 +2.9686e-01
28 0 +4.265511967e+05 +4.264962567e+05 +4.264962567e+05 -1.5739e+00 +1.4351e+00 +3.3750e-01 -5.5667e-01 +9.8640e-01
29 0 +6.902214418e+04 +6.896720418e+04 +6.896720418e+04 -1.4092e+00 +3.2803e-01 -1.8476e+00 +1.3796e+00 +1.1325e+00
54 0 +6.488498339e+04 +6.483004339e+04 +6.483004339e+04 +1.1466e+00 +1.7181e+00 -2.4259e+00 -5.9229e-01 +3.7352e+00
64 0 +3.238387217e+04 +3.232893217e+04 +3.232893217e+04 -4.5434e-01 +3.2306e+00 -2.2906e+00 +1.8616e+00 +2.0023e-01
203 0 +2.192464551e+04 +2.186970551e+04 +2.186970551e+04 -9.8444e-01 +2.6480e+00 -1.1462e+00 +2.1908e+00 +9.8903e-01
276 0 +1.957050843e+04 +1.951556843e+04 +1.951556843e+04 -1.6909e+00 +2.3513e+00 -5.5176e-01 +2.5210e+00 +6.0000e-01
327 0 +1.658177912e+04 +1.652683912e+04 +1.652683912e+04 -1.8208e+00 +2.1630e+00 -4.8581e-01 +2.7799e+00 +6.0346e-01
337 0 +1.546643244e+04 +1.541149244e+04 +1.541149244e+04 -2.0171e+00 +1.9504e+00 -8.7334e-02 +3.1549e+00 +7.5686e-01
394 0 +1.343648781e+04 +1.338154781e+04 +1.338154781e+04 -2.8600e+00 +6.7069e-01 +4.7552e-01 +3.2846e+00 +8.6985e-01
411 0 +8.973465456e+03 +8.918525456e+03 +8.918525456e+03 -2.5451e+00 +8.7018e-01 -6.0063e-01 +3.5429e+00 +1.9505e-01
469 0 +3.434807221e+03 +3.379867221e+03 +3.379867221e+03 -3.2653e+00 -1.5378e-01 -2.7543e-02 +4.1246e+00 +5.2194e-01
511 0 +1.346136010e+03 +1.291196010e+03 +1.291196010e+03 -3.4718e+00 -8.2709e-01 -2.6897e-01 +4.6186e+00 +4.0090e-01
530 0 +1.027514419e+03 +9.725744186e+02 +9.725744186e+02 -1.6138e+00 -1.3606e+00 -2.3361e+00 +3.2807e+00 +1.8954e+00
538 0 +6.341738692e+02 +5.792338692e+02 +5.792338692e+02 -3.1687e+00 -1.9030e+00 -1.5942e+00 +4.6450e+00 +4.8854e-01
601 0 +4.593621869e+02 +4.044221869e+02 +4.044221869e+02 -2.9997e+00 -1.3412e+00 -8.9601e-01 +4.1867e+00 +1.0497e+00
684 0 +2.314640681e+02 +1.765240681e+02 +1.765240681e+02 -1.9021e+00 -1.0190e+00 +2.7175e-01 +3.4065e+00 +3.7992e+00
752 0 +3.319529381e+01 -2.174470619e+01 -2.174470619e+01 -1.3699e+00 -1.6971e+00 -1.9312e+00 +3.1361e+00 +3.0422e+00
819 0 +2.877492630e+01 -2.616507370e+01 -2.616507370e+01 -1.7305e+00 -1.6282e+00 -1.4739e+00 +3.3409e+00 +2.8363e+00
863 0 +2.746504731e+01 -2.747495269e+01 -2.747495269e+01 -2.0895e+00 -1.3497e+00 -1.0504e+00 +3.5777e+00 +2.4309e+00
865 0 +2.657980473e+01 -2.836019527e+01 -2.836019527e+01 -1.9359e+00 -1.4245e+00 -1.2535e+00 +3.5166e+00 +2.5503e+00
877 0 +1.815385723e+01 -3.678614277e+01 -3.678614277e+01 -1.8455e+00 -1.5976e+00 -1.4321e+00 +3.4675e+00 +2.6674e+00
904 0 +1.268824255e+01 -4.225175745e+01 -4.225175745e+01 -1.7316e+00 -1.5188e+00 -1.4850e+00 +3.3705e+00 +2.7386e+00
922 0 +6.512536742e+00 -4.842746326e+01 -4.842746326e+01 -1.8678e+00 -1.5655e+00 -1.4882e+00 +3.4666e+00 +2.5343e+00
964 0 +6.193499950e+00 -4.874650005e+01 -4.874650005e+01 -1.9524e+00 -1.5593e+00 -1.2491e+00 +3.5129e+00 +2.6289e+00
982 0 +4.497331648e+00 -5.044266835e+01 -5.044266835e+01 -1.6965e+00 -1.5678e+00 -1.4192e+00 +3.3237e+00 +2.8974e+00
987 0 +3.644116736e+00 -5.129588326e+01 -5.129588326e+01 -1.9542e+00 -1.5095e+00 -1.2048e+00 +3.5060e+00 +2.6291e+00
1026 0 +3.190402428e+00 -5.174959757e+01 -5.174959757e+01 -1.9199e+00 -1.5436e+00 -1.2629e+00 +3.4960e+00 +2.6588e+00
1029 0 +1.012474952e+00 -5.392752505e+01 -5.392752505e+01 -1.9008e+00 -1.5090e+00 -1.2402e+00 +3.4727e+00 +2.6853e+00
1071 0 +3.628630989e-01 -5.457713690e+01 -5.457713690e+01 -1.8791e+00 -1.5139e+00 -1.2869e+00 +3.4575e+00 +2.6799e+00
1110 0 +5.218202806e-02 -5.488781797e+01 -5.488781797e+01 -1.8351e+00 -1.5145e+00 -1.3340e+00 +3.4263e+00 +2.7075e+00
1202 0 +4.337903233e-02 -5.489662097e+01 -5.489662097e+01 -1.8203e+00 -1.5205e+00 -1.3505e+00 +3.4165e+00 +2.7206e+00
