% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.853564154e+02 -2.767335846e+02 -2.767335846e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
56 0 +1.617283976e+02 -3.003616024e+02 -3.003616024e+02 -7.0757e-01 -4.4689e-01 +7.4986e-01 -1.2825e+00 +8.6119e-01 +6.3591e-01 +1.2918e+00 +1.1617e+00 -5.7699e-01 +3.9527e-02
61 0 +1.565240720e+02 -3.055659280e+02 -3.055659280e+02 +5.2348e-01 +1.4483e+00 +7.1918e-01 +5.2036e-01 +1.0602e+00 +1.1649e+00 +2.6840e+00 +1.2390e+00 +8.7306e-01 +1.5045e+00
63 0 +9.949764465e+01 -3.625923553e+02 -3.625923553e+02 -8.4765e-01 +6.6701e-01 +8.0768e-01 +7.7431e-01 +1.8895e+00 +5.5598e-01 +1.9906e+00 +1.0747e+00 +7.7680e-01 +1.2660e-01
111 0 +9.056395796e+01 -3.715260420e+02 -3.715260420e+02 +1.3142e+00 +2.7086e+00 +2.1027e+00 -1.2804e+00 +1.5682e+00 +6.1251e-01 +2.1208e+00 +2.5532e+00 +5.1763e-01 +1.0551e+00
401 0 +8.917895962e+01 -3.729110404e+02 -3.729110404e+02 +2.1751e+00 +1.2831e+00 +1.4050e+00 +1.8823e+00 +5.4067e-01 +2.5284e+00 +2.5189e+00 +2.3202e+00 +9.9884e-01 -4.2289e-01
620 0 +8.583071113e+01 -3.762592889e+02 -3.762592889e+02 +5.9924e-01 +1.4959e+00 +1.8311e+00 +7.7917e-01 +8.1820e-01 +2.6030e+00 +2.4785e+00 +2.5086e+00 +1.8837e+00 +8.9599e-02
650 0 +7.561506216e+01 -3.864749378e+02 -3.864749378e+02 +1.2737e+00 +2.0938e+00 +1.3228e+00 +6.8635e-01 +5.1199e-01 +2.1221e+00 +1.2981e+00 +2.5945e+00 +1.1469e+00 -1.3063e-01
732 0 +6.933861657e+01 -3.927513834e+02 -3.927513834e+02 +1.0995e+00 +8.2670e-01 +2.0213e+00 +1.4370e+00 +1.6011e+00 +1.6815e+00 +1.8904e+00 +2.5298e+00 +1.0005e+00 +1.0077e-01
832 0 +6.105435148e+01 -4.010356485e+02 -4.010356485e+02 +1.3566e+00 +2.1249e+00 +1.4886e+00 +1.8419e+00 +6.3656e-01 +1.5206e+00 +1.9407e+00 +3.0555e+00 +1.7633e+00 -1.5774e-02
916 0 +5.658309303e+01 -4.055069070e+02 -4.055069070e+02 +1.4652e+00 +2.1224e+00 +1.3433e+00 +2.2390e+00 +4.7734e-01 +1.6875e+00 +1.6550e+00 +2.6782e+00 +1.4788e+00 +3.3390e-02
1004 0 +4.853641351e+01 -4.135535865e+02 -4.135535865e+02 +4.5859e-01 +1.2833e+00 +1.4469e+00 +7.9664e-01 +1.7590e+00 +1.5021e+00 +1.9754e+00 +2.5697e+00 +7.3960e-01 -6.3406e-03
1671 0 +4.068417034e+01 -4.214058297e+02 -4.214058297e+02 +5.3640e-01 +2.2317e+00 +1.0641e+00 +7.9174e-01 +1.5856e+00 +1.6714e+00 +2.0672e+00 +2.2046e+00 +1.4946e+00 +5.3079e-02
2022 0 +4.040986428e+01 -4.216801357e+02 -4.216801357e+02 +5.8044e-01 +2.4531e+00 +1.3347e+00 +7.9539e-01 +1.5607e+00 +1.4379e+00 +2.0913e+00 +2.5945e+00 +1.4919e+00 +3.8002e-01
2103 0 +3.351921720e+01 -4.285707828e+02 -4.285707828e+02 +2.2020e-01 +2.1587e+00 +1.3374e+00 +7.2330e-01 +1.7122e+00 +1.4509e+00 +2.0643e+00 +2.5609e+00 +1.4563e+00 +3.5428e-01
2151 0 +2.793038668e+01 -4.341596133e+02 -4.341596133e+02 +2.9589e-01 +2.3430e+00 +1.4094e+00 +7.7842e-01 +1.7643e+00 +1.5696e+00 +1.9980e+00 +2.6410e+00 +1.4863e+00 +4.1784e-01
2251 0 +2.360864620e+01 -4.384813538e+02 -4.384813538e+02 +1.5555e-01 +2.3127e+00 +1.4064e+00 +7.4730e-01 +1.7089e+00 +1.6886e+00 +2.0992e+00 +2.5668e+00 +1.4952e+00 +4.0146e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.766000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.660815261e+02 +1.043741526e+03 +1.043741526e+03 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
2 0 +3.267643722e+02 +4.044243722e+02 +4.044243722e+02 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00 -4.6229e-01 -9.1283e-01 +4.1425e-01 -8.0802e-01 -1.3123e+00
5 0 +3.023963309e+02 +3.800563309e+02 +3.800563309e+02 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00 -6.1984e-01 -3.6064e-01 +1.1571e+00 +4.4362e-01 -1.6630e+00
8 0 +2.159533632e+02 +2.936133632e+02 +2.936133632e+02 +4.6140e-01 +1.6380e+00 +6.4174e-02 +1.6646e+00 -2.5197e+00 +9.2190e-01 +1.8705e-01 -1.9901e-01 +1.9176e-01 -1.8876e+00
19 0 +1.949667295e+02 +2.726267295e+02 +2.726267295e+02 +7.2567e-01 -7.5716e-01 -9.7089e-01 +5.8247e-01 -1.2346e-01 +8.1400e-01 +5.7324e-01 +2.7171e-02 -7.4679e-01 -1.4148e+00
59 0 +1.887469308e+02 +2.664069308e+02 +2.664069308e+02 -1.6142e+00 +1.6667e+00 +9.6609e-01 +7.2734e-01 +9.8588e-01 -2.5900e+00 +4.2934e-01 -1.9956e-01 -5.9465e-01 -2.0045e+00
102 0 +1.575342878e+02 +2.351942878e+02 +2.351942878e+02 +6.5069e-01 +9.4873e-01 -1.7478e+00 +5.2258e-01 +1.5944e+00 -2.0919e+00 +1.9143e-01 +5.2694e-01 -1.0227e+00 -2.5838e+00
107 0 +1.563784563e+02 +2.340384563e+02 +2.340384563e+02 -6.1466e-01 +5.9659e-01 +1.2535e+00 +1.7805e+00 +1.0538e+00 +6.5228e-03 -1.3042e+00 -1.3865e+00 -6.4512e-01 -2.1779e+00
268 0 +1.504143872e+02 +2.280743872e+02 +2.280743872e+02 +4.6961e-01 +4.2347e+00 -1.1513e+00 +2.0515e+00 +2.0840e+00 -1.1679e+00 -1.8139e+00 -3.4960e-01 -7.9176e-01 -3.1494e+00
272 0 +1.189592868e+02 +1.966192868e+02 +1.966192868e+02 +1.2639e+00 -2.6106e+00 +3.1052e-01 +1.1858e+00 +1.8391e+00 +2.2879e+00 +6.1844e-01 +1.2418e+00 -5.9997e-01 -4.1280e+00
395 0 +1.136083551e+02 +1.912683551e+02 +1.912683551e+02 +4.7199e-01 -8.7350e-01 +1.2351e+00 +1.5177e+00 -6.0741e-04 -1.0090e+00 -2.7421e-01 -9.5406e-01 -9.1348e-01 -2.1155e+00
554 0 +1.005741320e+02 +1.782341320e+02 +1.782341320e+02 -8.3832e-01 -2.1772e+00 +4.8653e-01 +4.1227e+00 +1.0716e+00 -1.5287e-01 +5.8868e-01 +9.6621e-01 -6.0270e-01 -4.2431e+00
605 0 +8.262221430e+01 +1.602822143e+02 +1.602822143e+02 +1.7101e-01 +1.4177e-02 +3.9809e-01 +3.4368e+00 +1.7128e+00 +2.2047e-01 +5.1822e-01 -1.4382e+00 -5.7683e-01 -4.8197e+00
