% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.465000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.422356741e+03 +6.875856741e+03 +6.875856741e+03 +5.9671e-01 -3.8264e-02
2 0 +3.063524971e+00 -5.434364750e+02 -5.434364750e+02 +7.4769e-01 +1.6230e+00
19 0 +2.838962836e+00 -5.436610372e+02 -5.436610372e+02 +7.2942e-01 +1.6244e+00
35 0 +2.192415433e+00 -5.443075846e+02 -5.443075846e+02 -1.0022e-01 +2.6064e+00
96 0 +1.371990095e+00 -5.451280099e+02 -5.451280099e+02 -1.0266e+00 +2.4082e+00
234 0 +3.244514319e-01 -5.461755486e+02 -5.461755486e+02 -2.1454e+00 +2.1284e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.422356741e+03 +8.422356741e+03 +8.422356741e+03 +5.9671e-01 -3.8264e-02
2 0 +3.063524971e+00 +1.003063525e+03 +1.003063525e+03 +7.4769e-01 +1.6230e+00
19 0 +2.838962836e+00 +1.002838963e+03 +1.002838963e+03 +7.2942e-01 +1.6244e+00
35 0 +2.192415433e+00 +1.002192415e+03 +1.002192415e+03 -1.0022e-01 +2.6064e+00
99 0 +1.995919388e+00 +1.001995919e+03 +1.001995919e+03 +1.5944e+00 +2.6615e+00
125 0 +1.934409403e+00 +1.001934409e+03 +1.001934409e+03 +1.2826e+00 +2.9212e+00
129 0 +1.553404928e+00 +1.001553405e+03 +1.001553405e+03 +1.6208e+00 +1.9101e+00
132 0 +1.432355920e+00 +1.001432356e+03 +1.001432356e+03 +1.3294e+00 +2.9449e+00
175 0 +1.272540155e+00 +1.001272540e+03 +1.001272540e+03 +1.4708e+00 +1.8681e+00
178 0 +7.060442637e-01 +1.000706044e+03 +1.000706044e+03 +1.5681e+00 +3.0111e+00
248 0 +6.061068707e-01 +1.000606107e+03 +1.000606107e+03 +1.4976e+00 +2.9997e+00
273 0 +6.054234000e-01 +1.000605423e+03 +1.000605423e+03 +1.5027e+00 +3.0133e+00
308 0 +5.977916217e-01 +1.000597792e+03 +1.000597792e+03 +1.5164e+00 +3.0147e+00
317 0 +5.976180868e-01 +1.000597618e+03 +1.000597618e+03 +1.5271e+00 +3.0123e+00
319 0 +5.949406183e-01 +1.000594941e+03 +1.000594941e+03 +1.5230e+00 +3.0121e+00
320 0 +5.933366701e-01 +1.000593337e+03 +1.000593337e+03 +1.5117e+00 +3.0069e+00
334 0 +5.922147078e-01 +1.000592215e+03 +1.000592215e+03 +1.5127e+00 +3.0095e+00
390 0 +5.922062184e-01 +1.000592206e+03 +1.000592206e+03 +1.5131e+00 +3.0095e+00
399 0 +5.921925266e-01 +1.000592193e+03 +1.000592193e+03 +1.5124e+00 +3.0092e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.083800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.422356741e+03 +7.630736741e+03 +7.630736741e+03 +5.9671e-01 -3.8264e-02
2 0 +3.063524971e+00 +2.114435250e+02 +2.114435250e+02 +7.4769e-01 +1.6230e+00
19 0 +2.838962836e+00 +2.112189628e+02 +2.112189628e+02 +7.2942e-01 +1.6244e+00
35 0 +2.192415433e+00 +2.105724154e+02 +2.105724154e+02 -1.0022e-01 +2.6064e+00
140 0 +1.679710375e+00 +2.100597104e+02 +2.100597104e+02 -1.0267e+00 +1.2316e+00
152 0 +1.470690074e+00 +2.098506901e+02 +2.098506901e+02 -1.9923e+00 +1.0386e+00
221 0 +1.048094205e+00 +2.094280942e+02 +2.094280942e+02 -2.1934e+00 +9.0645e-01
250 0 +8.839288400e-01 +2.092639288e+02 +2.092639288e+02 -2.0428e+00 +1.0047e+00
268 0 +6.369212198e-01 +2.090169212e+02 +2.090169212e+02 -2.0687e+00 +9.6310e-01
277 0 +6.092595543e-01 +2.089892596e+02 +2.089892596e+02 -2.1072e+00 +9.6851e-01
291 0 +6.058340492e-01 +2.089858340e+02 +2.089858340e+02 -2.0833e+00 +9.6905e-01
321 0 +5.945636379e-01 +2.089745636e+02 +2.089745636e+02 -2.0951e+00 +9.6337e-01
344 0 +5.923220441e-01 +2.089723220e+02 +2.089723220e+02 -2.1071e+00 +9.6044e-01
378 0 +5.921962414e-01 +2.089721962e+02 +2.089721962e+02 -2.1053e+00 +9.6077e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.449600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.610086276e+03 +6.465126276e+03 +6.465126276e+03 +5.9671e-01 -3.8264e-02
3 0 +4.066341843e+03 +3.921381843e+03 +3.921381843e+03 -1.3415e-01 -1.3414e-01
6 0 +2.065284413e+03 +1.920324413e+03 +1.920324413e+03 -3.6342e-01 -3.6573e-01
