% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.446886989e+01 +1.458188699e+02 +1.458188699e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
3 0 +5.113084942e+01 +1.224808494e+02 +1.224808494e+02 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00
18 0 +4.266526997e+01 +1.140152700e+02 +1.140152700e+02 -4.0176e-01 +1.0154e+00 +4.2875e-01 -4.2976e-01 +6.1327e-01
35 0 +2.694654202e+01 +9.829654202e+01 +9.829654202e+01 +8.4061e-01 -4.5535e-01 +4.7917e-01 -1.7752e-01 +1.2093e+00
43 0 +2.201484356e+01 +9.336484356e+01 +9.336484356e+01 +3.3948e-01 +9.0702e-02 -2.3524e-01 +1.1168e-01 -2.1396e+00
59 0 +1.536241351e+01 +8.671241351e+01 +8.671241351e+01 +1.7620e+00 -6.5644e-01 +1.6302e-01 -1.7213e+00 +7.8082e-02
85 0 +3.829917749e+00 +7.517991775e+01 +7.517991775e+01 -5.4014e-01 +1.1889e-01 -3.8929e-01 -3.4336e-01 -1.6632e+00
463 0 +1.861729845e+00 +7.321172984e+01 +7.321172984e+01 -3.4285e-01 +3.9363e-01 -8.7066e-01 +1.4036e-01 -1.6772e+00
477 0 +1.677043959e+00 +7.302704396e+01 +7.302704396e+01 -1.7044e-01 +3.1398e-01 -6.9901e-01 +9.9368e-02 -1.7696e+00
530 0 +1.364194365e+00 +7.271419436e+01 +7.271419436e+01 -4.3325e-01 +1.6232e-01 -5.3225e-01 +4.4410e-01 -1.4849e+00
531 0 +1.095370781e+00 +7.244537078e+01 +7.244537078e+01 -2.9268e-01 +3.9375e-01 -7.5312e-01 +8.5863e-02 -1.6223e+00
551 0 +9.712743790e-01 +7.232127438e+01 +7.232127438e+01 -2.4755e-01 +2.9231e-01 -8.1837e-01 +8.4222e-01 -1.4402e+00
564 0 +8.591029602e-01 +7.220910296e+01 +7.220910296e+01 -4.4986e-01 +2.4451e-01 -5.8869e-01 +1.9239e-01 -1.5345e+00
576 0 +6.043076261e-01 +7.195430763e+01 +7.195430763e+01 -4.9114e-01 +3.2292e-01 -6.2212e-01 +5.7912e-01 -1.4533e+00
587 0 +3.585903954e-01 +7.170859040e+01 +7.170859040e+01 -4.4224e-01 +2.8288e-01 -6.8904e-01 +1.5178e-01 -1.5245e+00
615 0 +1.797406170e-01 +7.152974062e+01 +7.152974062e+01 -4.6680e-01 +3.3252e-01 -7.1634e-01 +3.6865e-01 -1.4297e+00
624 0 +1.786283292e-01 +7.152862833e+01 +7.152862833e+01 -4.1908e-01 +3.5735e-01 -7.0043e-01 +2.1924e-01 -1.4737e+00
637 0 +1.070731422e-01 +7.145707314e+01 +7.145707314e+01 -5.1250e-01 +3.4744e-01 -7.5147e-01 +2.5623e-01 -1.4149e+00
712 0 +4.729565198e-02 +7.139729565e+01 +7.139729565e+01 -5.3303e-01 +2.6716e-01 -6.6146e-01 +2.9145e-01 -1.4519e+00
751 0 +1.712568637e-02 +7.136712569e+01 +7.136712569e+01 -5.2306e-01 +2.7953e-01 -6.5662e-01 +3.3384e-01 -1.4153e+00
785 0 +7.605319604e-03 +7.135760532e+01 +7.135760532e+01 -5.0152e-01 +2.5680e-01 -6.4307e-01 +3.3361e-01 -1.4485e+00
867 0 +5.175882090e-03 +7.135517588e+01 +7.135517588e+01 -5.2175e-01 +2.7253e-01 -6.5230e-01 +3.1593e-01 -1.4221e+00
922 0 +3.092212566e-03 +7.135309221e+01 +7.135309221e+01 -5.1404e-01 +2.7639e-01 -6.4994e-01 +3.4284e-01 -1.4231e+00
958 0 +2.356829188e-03 +7.135235683e+01 +7.135235683e+01 -5.1146e-01 +2.7707e-01 -6.5454e-01 +3.3027e-01 -1.4292e+00
994 0 +2.002127460e-03 +7.135200213e+01 +7.135200213e+01 -5.0160e-01 +2.7562e-01 -6.5363e-01 +3.3628e-01 -1.4329e+00
1249 0 +5.884819940e-04 +7.135058848e+01 +7.135058848e+01 -5.1176e-01 +2.5992e-01 -6.4667e-01 +3.2383e-01 -1.4456e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.552200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.960213824e+01 -2.556178618e+02 -2.556178618e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
2 0 +9.589743832e+01 -2.593225617e+02 -2.593225617e+02 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
3 0 +5.554821623e+01 -2.996717838e+02 -2.996717838e+02 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00
8 0 +3.140876179e+01 -3.238112382e+02 -3.238112382e+02 -1.1208e+00 +3.0886e-01 -1.8597e+00 -1.2282e+00 +2.9686e-01
30 0 +2.278863910e+01 -3.324313609e+02 -3.324313609e+02 +1.2006e+00 +9.8046e-01 -2.2615e+00 -5.5459e-02 +2.2697e-01
66 0 +7.971594340e+00 -3.472484057e+02 -3.472484057e+02 -1.2070e+00 +7.1626e-01 -8.0917e-01 -1.4113e+00 -5.6470e-01
67 0 +4.543993561e+00 -3.506760064e+02 -3.506760064e+02 -8.2757e-01 +1.8687e-01 -9.0897e-01 -1.7157e+00 -5.5799e-01
107 0 +4.484472080e+00 -3.507355279e+02 -3.507355279e+02 -6.3352e-01 -2.1253e-01 -9.2221e-01 -1.8997e+00 -5.1952e-01
153 0 +3.762906836e+00 -3.514570932e+02 -3.514570932e+02 -6.3316e-01 -6.6759e-01 -1.1217e+00 -1.5562e+00 -2.7745e-01
177 0 +1.651205636e+00 -3.535687944e+02 -3.535687944e+02 -1.0202e+00 +4.1806e-01 -4.7581e-01 -1.9685e+00 -1.9428e-01
256 0 +9.626099717e-01 -3.542573900e+02 -3.542573900e+02 -9.0644e-01 +1.4110e-01 -8.7207e-01 -1.9175e+00 -3.7539e-01
